TABLE_CATALOG;TABLE_SCHEMA;TABLE_NAME;COLUMN_NAME;ORDINAL_POSITION;COLUMN_DEFAULT;IS_NULLABLE;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;CHARACTER_OCTET_LENGTH;NUMERIC_PRECISION;NUMERIC_SCALE;DATETIME_PRECISION;CHARACTER_SET_NAME;COLLATION_NAME;COLUMN_TYPE;COLUMN_KEY;EXTRA;PRIVILEGES;COLUMN_COMMENT;GENERATION_EXPRESSION;SRS_ID
def;information_schema;TABLES;CHECKSUM;19;NULL;YES;bigint;NULL;NULL;19;0;NULL;NULL;NULL;bigint;;;select;;;NULL
def;information_schema;TABLES;CREATE_OPTIONS;20;NULL;YES;varchar;256;768;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(256);;;select;;;NULL
def;information_schema;TABLES;CREATE_TIME;15;NULL;NO;timestamp;NULL;NULL;NULL;NULL;0;NULL;NULL;timestamp;;;select;;;NULL
def;information_schema;TABLES;DATA_FREE;13;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;TABLES;DATA_LENGTH;10;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;TABLES;ENGINE;5;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLES;INDEX_LENGTH;12;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;TABLES;MAX_DATA_LENGTH;11;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;TABLES;ROW_FORMAT;7;NULL;YES;enum;10;30;NULL;NULL;NULL;utf8;utf8_bin;enum('Fixed','Dynamic','Compressed','Redundant','Compact','Paged');;;select;;;NULL
def;information_schema;TABLES;TABLE_CATALOG;1;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLES;TABLE_COLLATION;18;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLES;TABLE_COMMENT;21;NULL;YES;text;65535;65535;NULL;NULL;NULL;utf8;utf8_general_ci;text;;;select;;;NULL
def;information_schema;TABLES;TABLE_NAME;3;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLES;TABLE_ROWS;8;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;TABLES;TABLE_SCHEMA;2;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLES;TABLE_TYPE;4;NULL;NO;enum;11;33;NULL;NULL;NULL;utf8;utf8_bin;"enum('BASE TABLE','VIEW','SYSTEM VIEW')";;;select;;;NULL
def;information_schema;TABLES;UPDATE_TIME;16;NULL;YES;datetime;NULL;NULL;NULL;NULL;0;NULL;NULL;datetime;;;select;;;NULL
def;information_schema;TABLES;VERSION;6;NULL;YES;int;NULL;NULL;10;0;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;TABLES_EXTENSIONS;ENGINE_ATTRIBUTE;4;NULL;YES;json;NULL;NULL;NULL;NULL;NULL;NULL;NULL;json;;;select;;;NULL
def;information_schema;TABLES_EXTENSIONS;SECONDARY_ENGINE_ATTRIBUTE;5;NULL;YES;json;NULL;NULL;NULL;NULL;NULL;NULL;NULL;json;;;select;;;NULL
def;information_schema;TABLES_EXTENSIONS;TABLE_CATALOG;1;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLES_EXTENSIONS;TABLE_NAME;3;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLES_EXTENSIONS;TABLE_SCHEMA;2;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLESPACES_EXTENSIONS;ENGINE_ATTRIBUTE;2;NULL;YES;json;NULL;NULL;NULL;NULL;NULL;NULL;NULL;json;;;select;;;NULL
def;information_schema;TABLESPACES_EXTENSIONS;TABLESPACE_NAME;1;NULL;NO;varchar;268;804;NULL;NULL;NULL;utf8;utf8_bin;varchar(268);;;select;;;NULL
def;information_schema;TRIGGERS;ACTION_CONDITION;9;NULL;YES;binary;0;0;NULL;NULL;NULL;NULL;NULL;binary(0);;;select;;;NULL
def;information_schema;TRIGGERS;ACTION_ORDER;8;NULL;NO;int;NULL;NULL;10;0;NULL;NULL;NULL;"int unsigned";;;select;;;NULL
def;information_schema;TRIGGERS;ACTION_ORIENTATION;11;;NO;varchar;3;9;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;TRIGGERS;ACTION_REFERENCE_NEW_ROW;16;;NO;varchar;3;9;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;TRIGGERS;ACTION_REFERENCE_NEW_TABLE;14;NULL;YES;binary;0;0;NULL;NULL;NULL;NULL;NULL;binary(0);;;select;;;NULL
def;information_schema;TRIGGERS;ACTION_REFERENCE_OLD_ROW;15;;NO;varchar;3;9;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;TRIGGERS;ACTION_REFERENCE_OLD_TABLE;13;NULL;YES;binary;0;0;NULL;NULL;NULL;NULL;NULL;binary(0);;;select;;;NULL
def;information_schema;TRIGGERS;ACTION_STATEMENT;10;NULL;NO;longtext;4294967295;4294967295;NULL;NULL;NULL;utf8;utf8_bin;longtext;;;select;;;NULL
def;information_schema;TRIGGERS;ACTION_TIMING;12;NULL;NO;enum;6;18;NULL;NULL;NULL;utf8;utf8_bin;enum('BEFORE','AFTER');;;select;;;NULL
def;information_schema;TRIGGERS;CHARACTER_SET_CLIENT;20;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;TRIGGERS;COLLATION_CONNECTION;21;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;TRIGGERS;CREATED;17;NULL;NO;timestamp;NULL;NULL;NULL;NULL;2;NULL;NULL;timestamp(2);;;select;;;NULL
def;information_schema;TRIGGERS;DATABASE_COLLATION;22;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;TRIGGERS;DEFINER;19;NULL;NO;varchar;288;864;NULL;NULL;NULL;utf8;utf8_bin;varchar(288);;;select;;;NULL
def;information_schema;TRIGGERS;EVENT_MANIPULATION;4;NULL;NO;enum;6;18;NULL;NULL;NULL;utf8;utf8_bin;enum('INSERT','UPDATE','DELETE');;;select;;;NULL
def;information_schema;TRIGGERS;EVENT_OBJECT_CATALOG;5;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TRIGGERS;EVENT_OBJECT_SCHEMA;6;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TRIGGERS;EVENT_OBJECT_TABLE;7;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TRIGGERS;SQL_MODE;18;NULL;NO;set;520;1560;NULL;NULL;NULL;utf8;utf8_bin;set('REAL_AS_FLOAT','PIPES_AS_CONCAT','ANSI_QUOTES','IGNORE_SPACE','NOT_USED','ONLY_FULL_GROUP_BY','NO_UNSIGNED_SUBTRACTION','NO_DIR_IN_CREATE','NOT_USED_9','NOT_USED_10','NOT_USED_11','NOT_USED_12','NOT_USED_13','NOT_USED_14','NOT_USED_15','NOT_USED_16','NOT_USED_17','NOT_USED_18','ANSI','NO_AUTO_VALUE_ON_ZERO','NO_BACKSLASH_ESCAPES','STRICT_TRANS_TABLES','STRICT_ALL_TABLES','NO_ZERO_IN_DATE','NO_ZERO_DATE','ALLOW_INVALID_DATES','ERROR_FOR_DIVISION_BY_ZERO','TRADITIONAL','NOT_USED_29','HIGH_NOT_PRECEDENCE','NO_ENGINE_SUBSTITUTION','PAD_CHAR_TO_FULL_LENGTH','TIME_TRUNCATE_FRACTIONAL');;;select;;;NULL
def;information_schema;TRIGGERS;TRIGGER_CATALOG;1;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TRIGGERS;TRIGGER_NAME;3;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;TRIGGERS;TRIGGER_SCHEMA;2;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEW_ROUTINE_USAGE;SPECIFIC_CATALOG;4;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEW_ROUTINE_USAGE;SPECIFIC_NAME;6;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEW_ROUTINE_USAGE;SPECIFIC_SCHEMA;5;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEW_ROUTINE_USAGE;TABLE_CATALOG;1;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEW_ROUTINE_USAGE;TABLE_NAME;3;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEW_ROUTINE_USAGE;TABLE_SCHEMA;2;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEW_TABLE_USAGE;TABLE_CATALOG;4;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEW_TABLE_USAGE;TABLE_NAME;6;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEW_TABLE_USAGE;TABLE_SCHEMA;5;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEW_TABLE_USAGE;VIEW_CATALOG;1;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEW_TABLE_USAGE;VIEW_NAME;3;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEW_TABLE_USAGE;VIEW_SCHEMA;2;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEWS;CHARACTER_SET_CLIENT;9;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEWS;CHECK_OPTION;5;NULL;YES;enum;8;24;NULL;NULL;NULL;utf8;utf8_bin;enum('NONE','LOCAL','CASCADED');;;select;;;NULL
def;information_schema;VIEWS;COLLATION_CONNECTION;10;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEWS;DEFINER;7;NULL;YES;varchar;288;864;NULL;NULL;NULL;utf8;utf8_bin;varchar(288);;;select;;;NULL
def;information_schema;VIEWS;IS_UPDATABLE;6;NULL;YES;enum;3;9;NULL;NULL;NULL;utf8;utf8_bin;enum('NO','YES');;;select;;;NULL
def;information_schema;VIEWS;SECURITY_TYPE;8;NULL;YES;varchar;7;21;NULL;NULL;NULL;utf8;utf8_bin;varchar(7);;;select;;;NULL
def;information_schema;VIEWS;TABLE_CATALOG;1;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEWS;TABLE_NAME;3;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEWS;TABLE_SCHEMA;2;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;VIEWS;VIEW_DEFINITION;4;NULL;YES;longtext;4294967295;4294967295;NULL;NULL;NULL;utf8;utf8_bin;longtext;;;select;;;NULL
def;information_schema;COLUMN_PRIVILEGES;COLUMN_NAME;5;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;COLUMN_PRIVILEGES;GRANTEE;1;;NO;varchar;97;292;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(292);;;select;;;NULL
def;information_schema;COLUMN_PRIVILEGES;IS_GRANTABLE;7;;NO;varchar;1;3;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;COLUMN_PRIVILEGES;PRIVILEGE_TYPE;6;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;COLUMN_PRIVILEGES;TABLE_CATALOG;2;;NO;varchar;170;512;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(512);;;select;;;NULL
def;information_schema;COLUMN_PRIVILEGES;TABLE_NAME;4;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;COLUMN_PRIVILEGES;TABLE_SCHEMA;3;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;ENGINES;COMMENT;3;;NO;varchar;26;80;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(80);;;select;;;NULL
def;information_schema;ENGINES;ENGINE;1;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;ENGINES;SAVEPOINTS;6;;YES;varchar;1;3;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;ENGINES;SUPPORT;2;;NO;varchar;2;8;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(8);;;select;;;NULL
def;information_schema;ENGINES;TRANSACTIONS;4;;YES;varchar;1;3;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;ENGINES;XA;5;;YES;varchar;1;3;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;OPTIMIZER_TRACE;INSUFFICIENT_PRIVILEGES;4;;NO;tinyint;NULL;NULL;NULL;NULL;NULL;NULL;NULL;tinyint(1);;;select;;;NULL
def;information_schema;OPTIMIZER_TRACE;MISSING_BYTES_BEYOND_MAX_MEM_SIZE;3;;NO;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;OPTIMIZER_TRACE;QUERY;1;;NO;varchar;21845;65535;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(65535);;;select;;;NULL
def;information_schema;OPTIMIZER_TRACE;TRACE;2;;NO;varchar;21845;65535;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(65535);;;select;;;NULL
def;information_schema;PLUGINS;LOAD_OPTION;11;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;PLUGINS;PLUGIN_AUTHOR;8;;YES;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;PLUGINS;PLUGIN_DESCRIPTION;9;;YES;varchar;21845;65535;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(65535);;;select;;;NULL
def;information_schema;PLUGINS;PLUGIN_LIBRARY;6;;YES;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;PLUGINS;PLUGIN_LIBRARY_VERSION;7;;YES;varchar;6;20;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(20);;;select;;;NULL
def;information_schema;PLUGINS;PLUGIN_LICENSE;10;;YES;varchar;26;80;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(80);;;select;;;NULL
def;information_schema;PLUGINS;PLUGIN_NAME;1;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;PLUGINS;PLUGIN_STATUS;3;;NO;varchar;3;10;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(10);;;select;;;NULL
def;information_schema;PLUGINS;PLUGIN_TYPE;4;;NO;varchar;26;80;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(80);;;select;;;NULL
def;information_schema;PLUGINS;PLUGIN_TYPE_VERSION;5;;NO;varchar;6;20;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(20);;;select;;;NULL
def;information_schema;PLUGINS;PLUGIN_VERSION;2;;NO;varchar;6;20;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(20);;;select;;;NULL
def;information_schema;PROCESSLIST;COMMAND;5;;NO;varchar;5;16;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(16);;;select;;;NULL
def;information_schema;PROCESSLIST;DB;4;;YES;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;PROCESSLIST;HOST;3;;NO;varchar;87;261;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(261);;;select;;;NULL
def;information_schema;PROCESSLIST;ID;1;;NO;bigint;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;PROCESSLIST;INFO;8;;YES;varchar;21845;65535;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(65535);;;select;;;NULL
def;information_schema;PROCESSLIST;STATE;7;;YES;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;PROCESSLIST;TIME;6;;NO;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;PROCESSLIST;USER;2;;NO;varchar;10;32;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(32);;;select;;;NULL
def;information_schema;PROFILING;BLOCK_OPS_IN;9;;YES;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;PROFILING;BLOCK_OPS_OUT;10;;YES;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;PROFILING;CONTEXT_INVOLUNTARY;8;;YES;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;PROFILING;CONTEXT_VOLUNTARY;7;;YES;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;PROFILING;CPU_SYSTEM;6;;YES;decimal;NULL;NULL;NULL;NULL;NULL;NULL;NULL;decimal(905,0);;;select;;;NULL
def;information_schema;PROFILING;CPU_USER;5;;YES;decimal;NULL;NULL;NULL;NULL;NULL;NULL;NULL;decimal(905,0);;;select;;;NULL
def;information_schema;PROFILING;DURATION;4;;NO;decimal;NULL;NULL;NULL;NULL;NULL;NULL;NULL;decimal(905,0);;;select;;;NULL
def;information_schema;PROFILING;MESSAGES_RECEIVED;12;;YES;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;PROFILING;MESSAGES_SENT;11;;YES;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;PROFILING;PAGE_FAULTS_MAJOR;13;;YES;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;PROFILING;PAGE_FAULTS_MINOR;14;;YES;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;PROFILING;QUERY_ID;1;;NO;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;PROFILING;SEQ;2;;NO;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;PROFILING;SOURCE_FILE;17;;YES;varchar;6;20;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(20);;;select;;;NULL
def;information_schema;PROFILING;SOURCE_FUNCTION;16;;YES;varchar;10;30;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(30);;;select;;;NULL
def;information_schema;PROFILING;SOURCE_LINE;18;;YES;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;PROFILING;STATE;3;;NO;varchar;10;30;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(30);;;select;;;NULL
def;information_schema;PROFILING;SWAPS;15;;YES;int;NULL;NULL;NULL;NULL;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;SCHEMA_PRIVILEGES;GRANTEE;1;;NO;varchar;97;292;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(292);;;select;;;NULL
def;information_schema;SCHEMA_PRIVILEGES;IS_GRANTABLE;5;;NO;varchar;1;3;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;SCHEMA_PRIVILEGES;PRIVILEGE_TYPE;4;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;SCHEMA_PRIVILEGES;TABLE_CATALOG;2;;NO;varchar;170;512;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(512);;;select;;;NULL
def;information_schema;SCHEMA_PRIVILEGES;TABLE_SCHEMA;3;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLESPACES;AUTOEXTEND_SIZE;6;;YES;bigint;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;TABLESPACES;ENGINE;2;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLESPACES;EXTENT_SIZE;5;;YES;bigint;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;TABLESPACES;LOGFILE_GROUP_NAME;4;;YES;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLESPACES;MAXIMUM_SIZE;7;;YES;bigint;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;TABLESPACES;NODEGROUP_ID;8;;YES;bigint;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;TABLESPACES;TABLESPACE_COMMENT;9;;YES;varchar;682;2048;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(2048);;;select;;;NULL
def;information_schema;TABLESPACES;TABLESPACE_NAME;1;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLESPACES;TABLESPACE_TYPE;3;;YES;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLE_PRIVILEGES;GRANTEE;1;;NO;varchar;97;292;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(292);;;select;;;NULL
def;information_schema;TABLE_PRIVILEGES;IS_GRANTABLE;6;;NO;varchar;1;3;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;TABLE_PRIVILEGES;PRIVILEGE_TYPE;5;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLE_PRIVILEGES;TABLE_CATALOG;2;;NO;varchar;170;512;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(512);;;select;;;NULL
def;information_schema;TABLE_PRIVILEGES;TABLE_NAME;4;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLE_PRIVILEGES;TABLE_SCHEMA;3;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;USER_PRIVILEGES;GRANTEE;1;;NO;varchar;97;292;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(292);;;select;;;NULL
def;information_schema;USER_PRIVILEGES;IS_GRANTABLE;4;;NO;varchar;1;3;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;USER_PRIVILEGES;PRIVILEGE_TYPE;3;;NO;varchar;21;64;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;USER_PRIVILEGES;TABLE_CATALOG;2;;NO;varchar;170;512;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(512);;;select;;;NULL
def;performance_schema;cond_instances;NAME;1;NULL;NO;varchar;128;512;NULL;NULL;NULL;utf8mb4;utf8mb4_0900_ai_ci;varchar(128);MUL;;select,insert,update,references;;;NULL
def;performance_schema;cond_instances;OBJECT_INSTANCE_BEGIN;2;NULL;NO;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";PRI;;select,insert,update,references;;;NULL
def;performance_schema;error_log;DATA;6;NULL;NO;text;65535;65535;NULL;NULL;NULL;utf8mb4;utf8mb4_0900_ai_ci;text;;;select,insert,update,references;;;NULL
def;performance_schema;error_log;ERROR_CODE;4;NULL;YES;varchar;10;40;NULL;NULL;NULL;utf8mb4;utf8mb4_0900_ai_ci;varchar(10);MUL;;select,insert,update,references;;;NULL
def;performance_schema;error_log;LOGGED;1;NULL;NO;timestamp;NULL;NULL;NULL;NULL;6;NULL;NULL;timestamp(6);PRI;;select,insert,update,references;;;NULL
def;performance_schema;error_log;PRIO;3;NULL;NO;enum;7;28;NULL;NULL;NULL;utf8mb4;utf8mb4_0900_ai_ci;enum('System','Error','Warning','Note');MUL;;select,insert,update,references;;;NULL
def;performance_schema;error_log;SUBSYSTEM;5;NULL;YES;varchar;7;28;NULL;NULL;NULL;utf8mb4;utf8mb4_0900_ai_ci;varchar(7);MUL;;select,insert,update,references;;;NULL
def;performance_schema;error_log;THREAD_ID;2;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";MUL;;select,insert,update,references;;;NULL
def;performance_schema;events_waits_current;END_EVENT_ID;3;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select,insert,update,references;;;NULL
def;performance_schema;events_waits_current;EVENT_ID;2;NULL;NO;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";PRI;;select,insert,update,references;;;NULL
def;performance_schema;events_waits_current;EVENT_NAME;4;NULL;NO;varchar;128;512;NULL;NULL;NULL;utf8mb4;utf8mb4_0900_ai_ci;varchar(128);;;select,insert,update,references;;;NULL
